month,year,result,time 
2,03,2015,53,1
2,02,2015,09,1
2,01,2015,07,1
1,31,2015,16,1
1,30,2015,16,1
1,29,2015,07,1
1,28,2015,31,1
1,27,2015,41,1
1,26,2015,35,1
1,25,2015,40,1
1,24,2015,50,1
1,23,2015,25,1
1,22,2015,10,1
1,21,2015,60,1
1,20,2015,49,1
1,19,2015,20,1
1,18,2015,51,1
1,17,2015,58,1
1,16,2015,86,1
1,15,2015,85,1
1,14,2015,42,1
1,13,2015,92,1
1,12,2015,43,1
1,11,2015,46,1
1,10,2015,54,1
1,09,2015,27,1
1,08,2015,39,1
1,07,2015,53,1
1,06,2015,00,1
1,05,2015,67,1
1,04,2015,79,1
1,03,2015,85,1
1,02,2015,85,1
1,01,2015,54,1
12,31,2016,90,1
12,30,2016,22,1
12,29,2016,23,1
12,28,2016,78,1
12,27,2016,65,1
12,26,2016,51,1
12,25,2016,08,1
12,24,2016,34,1
12,23,2016,61,1
12,22,2016,48,1
12,21,2016,88,1
12,20,2016,84,1
12,19,2016,06,1
12,18,2016,64,1
12,17,2016,10,1
12,16,2016,74,1
12,15,2016,63,1
12,14,2016,29,1
12,13,2016,27,1
12,12,2016,31,1
12,11,2016,54,1
12,10,2016,32,1
12,09,2016,90,1
12,08,2016,48,1
12,07,2016,63,1
12,06,2016,91,1
12,05,2016,53,1
12,04,2016,68,1
12,03,2016,27,1
12,02,2016,77,1
12,01,2016,59,1
11,30,2016,12,1
11,29,2016,05,1
11,28,2016,20,1
11,27,2016,35,1
11,26,2016,89,1
11,25,2016,75,1
11,24,2016,88,1
11,23,2016,11,1
11,22,2016,62,1
11,21,2016,62,1
11,20,2016,97,1
11,19,2016,64,1
11,18,2016,01,1
11,17,2016,74,1
11,16,2016,55,1
11,15,2016,02,1
11,14,2016,93,1
11,13,2016,55,1
11,12,2016,87,1
11,11,2016,77,1
11,10,2016,25,1
11,09,2016,44,1
11,08,2016,63,1
11,07,2016,86,1
11,06,2016,31,1
11,05,2016,30,1
11,04,2016,84,1
11,03,2016,19,1
11,02,2016,95,1
11,01,2016,08,1
10,31,2016,64,1
10,30,2016,07,1
10,29,2016,55,1
10,28,2016,85,1
10,27,2016,22,1
10,26,2016,04,1
10,25,2016,63,1
10,24,2016,27,1
10,23,2016,61,1
10,22,2016,06,1
10,21,2016,64,1
10,20,2016,32,1
10,19,2016,13,1
10,18,2016,21,1
10,17,2016,47,1
10,16,2016,74,1
10,15,2016,50,1
10,14,2016,96,1
10,13,2016,67,1
10,12,2016,26,1
10,11,2016,80,1
10,10,2016,44,1
10,09,2016,34,1
10,08,2016,76,1
10,07,2016,63,1
10,06,2016,80,1
10,05,2016,20,1
10,04,2016,94,1
10,03,2016,26,1
10,02,2016,44,1
10,01,2016,11,1
9,30,2016,25,1
9,29,2016,96,1
9,28,2016,07,1
9,27,2016,36,1
9,26,2016,60,1
9,25,2016,05,1
9,24,2016,58,1
9,23,2016,77,1
9,22,2016,80,1
9,21,2016,36,1
9,20,2016,09,1
9,19,2016,83,1
9,18,2016,08,1
9,17,2016,87,1
9,16,2016,42,1
9,15,2016,77,1
9,14,2016,92,1
9,13,2016,53,1
9,12,2016,27,1
9,11,2016,96,1
9,10,2016,88,1
9,09,2016,93,1
9,08,2016,20,1
9,07,2016,41,1
9,06,2016,48,1
9,05,2016,34,1
9,04,2016,20,1
9,03,2016,93,1
9,02,2016,39,1
9,01,2016,70,1
8,31,2016,31,1
8,30,2016,95,1
8,29,2016,20,1
8,28,2016,29,1
8,27,2016,74,1
8,26,2016,47,1
8,25,2016,35,1
8,24,2016,16,1
8,23,2016,71,1
8,22,2016,61,1
8,21,2016,94,1
8,20,2016,87,1
8,19,2016,48,1
8,18,2016,68,1
8,17,2016,04,1
8,16,2016,28,1
8,15,2016,90,1
8,14,2016,04,1
8,13,2016,69,1
8,12,2016,72,1
8,11,2016,19,1
8,10,2016,77,1
8,09,2016,74,1
8,08,2016,39,1
8,07,2016,76,1
8,06,2016,86,1
8,05,2016,51,1
8,04,2016,99,1
8,03,2016,65,1
8,02,2016,21,1
8,01,2016,32,1
7,31,2016,48,1
7,30,2016,40,1
7,29,2016,35,1
7,28,2016,84,1
7,27,2016,55,1
7,26,2016,73,1
7,25,2016,40,1
7,24,2016,54,1
7,23,2016,33,1
7,22,2016,60,1
7,21,2016,63,1
7,20,2016,67,1
7,19,2016,51,1
7,18,2016,01,1
7,17,2016,38,1
7,16,2016,70,1
7,15,2016,98,1
7,14,2016,77,1
7,13,2016,67,1
7,12,2016,29,1
7,11,2016,78,1
7,10,2016,43,1
7,09,2016,49,1
7,08,2016,78,1
7,07,2016,91,1
7,06,2016,29,1
7,05,2016,75,1
7,04,2016,88,1
7,03,2016,19,1
7,02,2016,05,1
7,01,2016,77,1
6,30,2016,56,1
6,29,2016,11,1
6,28,2016,64,1
6,27,2016,00,1
6,26,2016,10,1
6,25,2016,34,1
6,24,2016,75,1
6,23,2016,09,1
6,22,2016,04,1
6,21,2016,26,1
6,20,2016,07,1
6,19,2016,38,1
6,18,2016,07,1
6,17,2016,61,1
6,16,2016,56,1
6,15,2016,74,1
6,14,2016,48,1
6,13,2016,75,1
6,12,2016,42,1
6,11,2016,93,1
6,10,2016,97,1
6,09,2016,94,1
6,08,2016,92,1
6,07,2016,40,1
6,06,2016,05,1
6,05,2016,81,1
6,04,2016,10,1
6,03,2016,23,1
6,02,2016,53,1
6,01,2016,32,1
5,31,2016,08,1
5,30,2016,51,1
5,29,2016,64,1
5,28,2016,63,1
5,27,2016,11,1
5,26,2016,10,1
5,25,2016,48,1
5,24,2016,26,1
5,23,2016,08,1
5,22,2016,77,1
5,21,2016,05,1
5,20,2016,97,1
5,19,2016,70,1
5,18,2016,16,1
5,17,2016,17,1
5,16,2016,31,1
5,15,2016,42,1
5,14,2016,20,1
5,13,2016,06,1
5,12,2016,35,1
5,11,2016,18,1
5,10,2016,06,1
5,09,2016,99,1
5,08,2016,42,1
5,07,2016,34,1
5,06,2016,13,1
5,05,2016,78,1
5,04,2016,16,1
5,03,2016,41,1
5,02,2016,24,1
5,01,2016,48,1
4,30,2016,07,1
4,29,2016,49,1
4,28,2016,34,1
4,27,2016,99,1
4,26,2016,37,1
4,25,2016,89,1
4,24,2016,73,1
4,23,2016,13,1
4,22,2016,65,1
4,21,2016,42,1
4,20,2016,96,1
4,19,2016,05,1
4,18,2016,09,1
4,17,2016,46,1
4,16,2016,02,1
4,15,2016,55,1
4,14,2016,12,1
4,13,2016,11,1
4,12,2016,74,1
4,11,2016,29,1
4,10,2016,57,1
4,09,2016,57,1
4,08,2016,51,1
4,07,2016,23,1
4,06,2016,09,1
4,05,2016,78,1
4,04,2016,80,1
4,03,2016,28,1
4,02,2016,53,1
4,01,2016,06,1
3,31,2016,31,1
3,30,2016,54,1
3,29,2016,81,1
3,28,2016,15,1
3,27,2016,87,1
3,26,2016,22,1
3,25,2016,29,1
3,24,2016,15,1
3,23,2016,30,1
3,22,2016,04,1
3,21,2016,16,1
3,20,2016,03,1
3,19,2016,92,1
3,18,2016,75,1
3,17,2016,27,1
3,16,2016,28,1
3,15,2016,54,1
3,14,2016,05,1
3,13,2016,56,1
3,12,2016,76,1
3,11,2016,32,1
3,10,2016,35,1
3,09,2016,51,1
3,08,2016,53,1
3,07,2016,22,1
3,06,2016,41,1
3,05,2016,48,1
3,04,2016,25,1
3,03,2016,24,1
3,02,2016,35,1
3,01,2016,64,1
2,29,2016,93,1
2,28,2016,28,1
2,27,2016,23,1
2,26,2016,24,1
2,25,2016,41,1
2,24,2016,47,1
2,23,2016,72,1
2,22,2016,29,1
2,21,2016,97,1
2,20,2016,39,1
2,19,2016,67,1
2,18,2016,12,1
2,17,2016,04,1
2,16,2016,09,1
2,15,2016,16,1
2,14,2016,70,1
2,13,2016,12,1
2,12,2016,50,1
2,11,2016,56,1
2,10,2016,72,1
2,09,2016,55,1
2,08,2016,10,1
2,07,2016,85,1
2,06,2016,00,1
2,05,2016,88,1
2,04,2016,83,1
2,03,2016,09,1
2,02,2016,87,1
2,01,2016,97,1
1,31,2016,63,1
1,30,2016,65,1
1,29,2016,62,1
1,28,2016,80,1
1,27,2016,45,1
1,26,2016,65,1
1,25,2016,82,1
1,24,2016,34,1
1,23,2016,75,1
1,22,2016,04,1
1,21,2016,96,1
1,20,2016,44,1
1,19,2016,78,1
1,18,2016,70,1
1,17,2016,06,1
1,16,2016,82,1
1,15,2016,50,1
1,14,2016,51,1
1,13,2016,99,1
1,12,2016,82,1
1,11,2016,25,1
1,10,2016,90,1
1,09,2016,63,1
1,08,2016,51,1
1,07,2016,56,1
1,06,2016,22,1
1,05,2016,96,1
1,04,2016,18,1
1,03,2016,52,1
1,02,2016,30,1
1,01,2016,64,1
12,31,2017,64,1
12,30,2017,58,1
12,29,2017,44,1
12,28,2017,19,1
12,27,2017,86,1
12,26,2017,24,1
12,25,2017,62,1
12,24,2017,87,1
12,23,2017,99,1
12,22,2017,27,1
12,21,2017,21,1
12,20,2017,97,1
12,19,2017,45,1
12,18,2017,35,1
12,17,2017,52,1
12,16,2017,03,1
12,15,2017,41,1
12,14,2017,82,1
12,13,2017,90,1
12,12,2017,65,1
12,11,2017,97,1
12,10,2017,17,1
12,09,2017,39,1
12,08,2017,67,1
12,07,2017,47,1
12,06,2017,54,1
12,05,2017,90,1
12,04,2017,35,1
12,03,2017,27,1
12,02,2017,40,1
12,01,2017,69,1
11,30,2017,93,1
11,29,2017,11,1
11,28,2017,34,1
11,27,2017,62,1
11,26,2017,69,1
11,25,2017,05,1
11,24,2017,50,1
11,23,2017,41,1
11,22,2017,70,1
11,21,2017,88,1
11,20,2017,53,1
11,19,2017,67,1
11,18,2017,89,1
11,17,2017,71,1
11,16,2017,78,1
11,15,2017,09,1
11,14,2017,20,1
11,13,2017,29,1
11,12,2017,20,1
11,11,2017,64,1
11,10,2017,56,1
11,09,2017,64,1
11,08,2017,86,1
11,07,2017,14,1
11,06,2017,91,1
11,05,2017,10,1
11,04,2017,44,1
11,03,2017,00,1
11,02,2017,44,1
11,01,2017,45,1
10,31,2017,96,1
10,30,2017,02,1
10,29,2017,85,1
10,28,2017,74,1
10,27,2017,55,1
10,26,2017,65,1
10,25,2017,68,1
10,24,2017,56,1
10,23,2017,41,1
10,22,2017,17,1
10,21,2017,62,1
10,20,2017,28,1
10,19,2017,13,1
10,18,2017,92,1
10,17,2017,09,1
10,16,2017,13,1
10,15,2017,95,1
10,14,2017,01,1
10,13,2017,18,1
10,12,2017,14,1
10,11,2017,33,1
10,10,2017,17,1
10,09,2017,60,1
10,08,2017,94,1
10,07,2017,86,1
10,06,2017,03,1
10,05,2017,95,1
10,04,2017,62,1
10,03,2017,20,1
10,02,2017,51,1
10,01,2017,20,1
9,30,2017,52,1
9,29,2017,87,1
9,28,2017,46,1
9,27,2017,08,1
9,26,2017,48,1
9,25,2017,47,1
9,24,2017,71,1
9,23,2017,61,1
9,22,2017,40,1
9,21,2017,59,1
9,20,2017,83,1
9,19,2017,50,1
9,18,2017,45,1
9,17,2017,18,1
9,16,2017,62,1
9,15,2017,99,1
9,14,2017,09,1
9,13,2017,07,1
9,12,2017,46,1
9,11,2017,02,1
9,10,2017,95,1
9,09,2017,71,1
9,08,2017,85,1
9,07,2017,49,1
9,06,2017,59,1
9,05,2017,36,1
9,04,2017,43,1
9,03,2017,81,1
9,02,2017,13,1
9,01,2017,09,1
8,31,2017,93,1
8,30,2017,02,1
8,29,2017,10,1
8,28,2017,85,1
8,27,2017,33,1
8,26,2017,01,1
8,25,2017,33,1
8,24,2017,67,1
8,23,2017,06,1
8,22,2017,76,1
8,21,2017,54,1
8,20,2017,87,1
8,19,2017,08,1
8,18,2017,61,1
8,17,2017,77,1
8,16,2017,52,1
8,15,2017,99,1
8,14,2017,14,1
8,13,2017,14,1
8,12,2017,36,1
8,11,2017,26,1
8,10,2017,90,1
8,09,2017,68,1
8,08,2017,36,1
8,07,2017,53,1
8,06,2017,61,1
8,05,2017,41,1
8,04,2017,53,1
8,03,2017,58,1
8,02,2017,10,1
8,01,2017,19,1
7,31,2017,07,1
7,30,2017,49,1
7,29,2017,13,1
7,28,2017,65,1
7,27,2017,99,1
7,26,2017,56,1
7,25,2017,55,1
7,24,2017,19,1
7,23,2017,71,1
7,22,2017,69,1
7,21,2017,56,1
7,20,2017,50,1
7,19,2017,20,1
7,18,2017,00,1
7,17,2017,91,1
7,16,2017,05,1
7,15,2017,82,1
7,14,2017,76,1
7,13,2017,53,1
7,12,2017,02,1
7,11,2017,18,1
7,10,2017,54,1
7,09,2017,84,1
7,08,2017,85,1
7,07,2017,13,1
7,06,2017,83,1
7,05,2017,90,1
7,04,2017,35,1
7,03,2017,01,1
7,02,2017,26,1
7,01,2017,52,1
6,30,2017,01,1
6,29,2017,62,1
6,28,2017,54,1
6,27,2017,51,1
6,26,2017,92,1
6,25,2017,49,1
6,24,2017,34,1
6,23,2017,17,1
6,22,2017,66,1
6,21,2017,94,1
6,20,2017,25,1
6,19,2017,62,1
6,18,2017,66,1
6,17,2017,00,1
6,16,2017,91,1
6,15,2017,85,1
6,14,2017,51,1
6,13,2017,80,1
6,12,2017,92,1
6,11,2017,05,1
6,10,2017,64,1
6,09,2017,58,1
6,08,2017,15,1
6,07,2017,19,1
6,06,2017,12,1
6,05,2017,45,1
6,04,2017,57,1
6,03,2017,15,1
6,02,2017,01,1
6,01,2017,66,1
5,31,2017,73,1
5,30,2017,45,1
5,29,2017,54,1
5,28,2017,03,1
5,27,2017,62,1
5,26,2017,30,1
5,25,2017,47,1
5,24,2017,88,1
5,23,2017,08,1
5,22,2017,53,1
5,21,2017,03,1
5,20,2017,32,1
5,19,2017,84,1
5,18,2017,71,1
5,17,2017,72,1
5,16,2017,22,1
5,15,2017,89,1
5,14,2017,51,1
5,13,2017,21,1
5,12,2017,92,1
5,11,2017,72,1
5,10,2017,89,1
5,09,2017,37,1
5,08,2017,93,1
5,07,2017,86,1
5,06,2017,77,1
5,05,2017,37,1
5,04,2017,27,1
5,03,2017,06,1
5,02,2017,25,1
5,01,2017,51,1
4,30,2017,30,1
4,29,2017,65,1
4,28,2017,25,1
4,27,2017,64,1
4,26,2017,31,1
4,25,2017,53,1
4,24,2017,28,1
4,23,2017,32,1
4,22,2017,98,1
4,21,2017,07,1
4,20,2017,19,1
4,19,2017,62,1
4,18,2017,21,1
4,17,2017,63,1
4,16,2017,99,1
4,15,2017,82,1
4,14,2017,29,1
4,13,2017,14,1
4,12,2017,84,1
4,11,2017,78,1
4,10,2017,59,1
4,09,2017,30,1
4,08,2017,06,1
4,07,2017,56,1
4,06,2017,18,1
4,05,2017,48,1
4,04,2017,83,1
4,03,2017,53,1
4,02,2017,90,1
4,01,2017,55,1
3,31,2017,61,1
3,30,2017,52,1
3,29,2017,04,1
3,28,2017,22,1
3,27,2017,75,1
3,26,2017,37,1
3,25,2017,62,1
3,24,2017,40,1
3,23,2017,54,1
3,22,2017,32,1
3,21,2017,46,1
3,20,2017,04,1
3,19,2017,52,1
3,18,2017,42,1
3,17,2017,98,1
3,16,2017,25,1
3,15,2017,78,1
3,14,2017,64,1
3,13,2017,35,1
3,12,2017,21,1
3,11,2017,23,1
3,10,2017,91,1
3,09,2017,88,1
3,08,2017,45,1
3,07,2017,55,1
3,06,2017,12,1
3,05,2017,84,1
3,04,2017,06,1
3,03,2017,16,1
3,02,2017,64,1
3,01,2017,71,1
2,28,2017,60,1
2,27,2017,59,1
2,26,2017,46,1
2,25,2017,94,1
2,24,2017,70,1
2,23,2017,97,1
2,22,2017,65,1
2,21,2017,61,1
2,20,2017,98,1
2,19,2017,62,1
2,18,2017,22,1
2,17,2017,73,1
2,16,2017,32,1
2,15,2017,16,1
2,14,2017,42,1
2,13,2017,76,1
2,12,2017,93,1
2,11,2017,54,1
2,10,2017,78,1
2,09,2017,70,1
2,08,2017,49,1
2,07,2017,17,1
2,06,2017,32,1
2,05,2017,60,1
2,04,2017,79,1
2,03,2017,15,1
2,02,2017,33,1
2,01,2017,82,1
1,31,2017,70,1
1,30,2017,07,1
1,29,2017,69,1
1,28,2017,50,1
1,27,2017,44,1
1,26,2017,69,1
1,25,2017,65,1
1,24,2017,88,1
1,23,2017,64,1
1,22,2017,29,1
1,21,2017,45,1
1,20,2017,46,1
1,19,2017,62,1
1,18,2017,73,1
1,17,2017,19,1
1,16,2017,02,1
1,15,2017,23,1
1,14,2017,46,1
1,13,2017,21,1
1,12,2017,74,1
1,11,2017,43,1
1,10,2017,94,1
1,09,2017,93,1
1,08,2017,66,1
1,07,2017,99,1
1,06,2017,81,1
1,05,2017,79,1
1,04,2017,63,1
1,03,2017,37,1
1,02,2017,10,1
1,01,2017,06,1
12,31,2018,94,1
12,30,2018,00,1
12,29,2018,96,1
12,28,2018,67,1
12,27,2018,20,1
12,26,2018,73,1
12,25,2018,47,1
12,24,2018,88,1
12,23,2018,85,1
12,22,2018,25,1
12,21,2018,18,1
12,20,2018,49,1
12,19,2018,97,1
12,18,2018,54,1
12,17,2018,24,1
12,16,2018,87,1
12,15,2018,59,1
12,14,2018,44,1
12,13,2018,28,1
12,12,2018,55,1
12,11,2018,70,1
12,10,2018,52,1
12,09,2018,18,1
12,08,2018,93,1
12,07,2018,75,1
12,06,2018,51,1
12,05,2018,58,1
12,04,2018,07,1
12,03,2018,86,1
12,02,2018,66,1
12,01,2018,64,1
11,30,2018,22,1
11,29,2018,35,1
11,28,2018,65,1
11,27,2018,77,1
11,26,2018,03,1
11,25,2018,62,1
11,24,2018,10,1
11,23,2018,48,1
11,22,2018,78,1
11,21,2018,11,1
11,20,2018,38,1
11,19,2018,47,1
11,18,2018,92,1
11,17,2018,65,1
11,16,2018,27,1
11,15,2018,18,1
11,14,2018,24,1
11,13,2018,07,1
11,12,2018,20,1
11,11,2018,89,1
11,10,2018,86,1
11,09,2018,31,1
11,08,2018,32,1
11,07,2018,59,1
11,06,2018,64,1
11,05,2018,21,1
11,04,2018,94,1
11,03,2018,68,1
11,02,2018,50,1
11,01,2018,93,1
10,31,2018,65,1
10,30,2018,44,1
10,29,2018,40,1
10,28,2018,08,1
10,27,2018,63,1
10,26,2018,39,1
10,25,2018,62,1
10,24,2018,26,1
10,23,2018,61,1
10,22,2018,44,1
10,21,2018,36,1
10,20,2018,77,1
10,19,2018,56,1
10,18,2018,75,1
10,17,2018,34,1
10,16,2018,77,1
10,15,2018,88,1
10,14,2018,71,1
10,13,2018,86,1
10,12,2018,25,1
10,11,2018,46,1
10,10,2018,13,1
10,09,2018,12,1
10,08,2018,10,1
10,07,2018,99,1
10,06,2018,13,1
10,05,2018,99,1
10,04,2018,16,1
10,03,2018,73,1
10,02,2018,98,1
10,01,2018,55,1
9,30,2018,44,1
9,29,2018,80,1
9,28,2018,82,1
9,27,2018,14,1
9,26,2018,10,1
9,25,2018,10,1
9,24,2018,69,1
9,23,2018,40,1
9,22,2018,06,1
9,21,2018,36,1
9,20,2018,21,1
9,19,2018,98,1
9,18,2018,78,1
9,17,2018,24,1
9,16,2018,04,1
9,15,2018,49,1
9,14,2018,28,1
9,13,2018,23,1
9,12,2018,70,1
9,11,2018,15,1
9,10,2018,34,1
9,09,2018,01,1
9,08,2018,68,1
9,07,2018,93,1
9,06,2018,45,1
9,05,2018,03,1
9,04,2018,17,1
9,03,2018,45,1
9,02,2018,19,1
9,01,2018,81,1
8,31,2018,47,1
8,30,2018,61,1
8,29,2018,43,1
8,28,2018,06,1
8,27,2018,55,1
8,26,2018,68,1
8,25,2018,16,1
8,24,2018,18,1
8,23,2018,02,1
8,22,2018,11,1
8,21,2018,82,1
8,20,2018,13,1
8,19,2018,63,1
8,18,2018,31,1
8,17,2018,38,1
8,16,2018,96,1
8,15,2018,29,1
8,14,2018,12,1
8,13,2018,93,1
8,12,2018,55,1
8,11,2018,57,1
8,10,2018,02,1
8,09,2018,40,1
8,08,2018,78,1
8,07,2018,48,1
8,06,2018,32,1
8,05,2018,13,1
8,04,2018,49,1
8,03,2018,97,1
8,02,2018,19,1
8,01,2018,30,1
7,31,2018,41,1
7,30,2018,87,1
7,29,2018,51,1
7,28,2018,69,1
7,27,2018,89,1
7,26,2018,98,1
7,25,2018,07,1
7,24,2018,19,1
7,23,2018,36,1
7,22,2018,53,1
7,21,2018,88,1
7,20,2018,62,1
7,19,2018,61,1
7,18,2018,17,1
7,17,2018,72,1
7,16,2018,27,1
7,15,2018,69,1
7,14,2018,25,1
7,13,2018,98,1
7,12,2018,72,1
7,11,2018,38,1
7,10,2018,64,1
7,09,2018,13,1
7,08,2018,35,1
7,07,2018,72,1
7,06,2018,80,1
7,05,2018,12,1
7,04,2018,95,1
7,03,2018,45,1
7,02,2018,97,1
7,01,2018,73,1
6,30,2018,38,1
6,29,2018,73,1
6,28,2018,60,1
6,27,2018,21,1
6,26,2018,68,1
6,25,2018,47,1
6,24,2018,71,1
6,23,2018,87,1
6,22,2018,62,1
6,21,2018,75,1
6,20,2018,34,1
6,19,2018,09,1
6,18,2018,67,1
6,17,2018,28,1
6,16,2018,82,1
6,15,2018,18,1
6,14,2018,18,1
6,13,2018,01,1
6,12,2018,34,1
6,11,2018,02,1
6,10,2018,63,1
6,09,2018,09,1
6,08,2018,81,1
6,07,2018,86,1
6,06,2018,68,1
6,05,2018,51,1
6,04,2018,23,1
6,03,2018,48,1
6,02,2018,17,1
6,01,2018,13,1
5,31,2018,66,1
5,30,2018,34,1
5,29,2018,87,1
5,28,2018,30,1
5,27,2018,13,1
5,26,2018,56,1
5,25,2018,11,1
5,24,2018,05,1
5,23,2018,57,1
5,22,2018,15,1
5,21,2018,44,1
5,20,2018,85,1
5,19,2018,22,1
5,18,2018,80,1
5,17,2018,22,1
5,16,2018,99,1
5,15,2018,28,1
5,14,2018,44,1
5,13,2018,38,1
5,12,2018,01,1
5,11,2018,13,1
5,10,2018,56,1
5,09,2018,66,1
5,08,2018,45,1
5,07,2018,07,1
5,06,2018,36,1
5,05,2018,89,1
5,04,2018,37,1
5,03,2018,71,1
5,02,2018,87,1
5,01,2018,38,1
4,30,2018,61,1
4,29,2018,59,1
4,28,2018,76,1
4,27,2018,21,1
4,26,2018,63,1
4,25,2018,29,1
4,24,2018,31,1
4,23,2018,87,1
4,22,2018,35,1
4,21,2018,31,1
4,20,2018,71,1
4,19,2018,74,1
4,18,2018,19,1
4,17,2018,77,1
4,16,2018,98,1
4,15,2018,12,1
4,14,2018,15,1
4,13,2018,31,1
4,12,2018,17,1
4,11,2018,25,1
4,10,2018,95,1
4,09,2018,68,1
4,08,2018,87,1
4,07,2018,13,1
4,06,2018,91,1
4,05,2018,43,1
4,04,2018,22,1
4,03,2018,61,1
4,02,2018,48,1
4,01,2018,32,1
3,31,2018,53,1
3,30,2018,09,1
3,29,2018,36,1
3,28,2018,55,1
3,27,2018,37,1
3,26,2018,32,1
3,25,2018,32,1
3,24,2018,69,1
3,23,2018,67,1
3,22,2018,59,1
3,21,2018,63,1
3,20,2018,74,1
3,19,2018,11,1
3,18,2018,16,1
3,17,2018,48,1
3,16,2018,54,1
3,15,2018,47,1
3,14,2018,35,1
3,13,2018,90,1
3,12,2018,47,1
3,11,2018,04,1
3,10,2018,36,1
3,09,2018,40,1
3,08,2018,30,1
3,07,2018,16,1
3,06,2018,42,1
3,05,2018,22,1
3,04,2018,99,1
3,03,2018,55,1
3,02,2018,61,1
3,01,2018,63,1
2,28,2018,72,1
2,27,2018,53,1
2,26,2018,19,1
2,25,2018,28,1
2,24,2018,27,1
2,23,2018,06,1
2,22,2018,73,1
2,21,2018,01,1
2,20,2018,66,1
2,19,2018,39,1
2,18,2018,09,1
2,17,2018,30,1
2,16,2018,19,1
2,15,2018,13,1
2,14,2018,00,1
2,13,2018,23,1
2,12,2018,09,1
2,11,2018,18,1
2,10,2018,83,1
2,09,2018,28,1
2,08,2018,47,1
2,07,2018,88,1
2,06,2018,84,1
2,05,2018,06,1
2,04,2018,96,1
2,03,2018,77,1
2,02,2018,51,1
2,01,2018,63,1
1,31,2018,30,1
1,30,2018,58,1
1,26,2018,80,1
1,25,2018,46,1
1,24,2018,49,1
1,23,2018,41,1
1,22,2018,30,1
1,21,2018,09,1
1,20,2018,34,1
1,19,2018,78,1
1,18,2018,75,1
1,17,2018,50,1
1,16,2018,70,1
1,15,2018,61,1
1,14,2018,27,1
1,13,2018,72,1
1,12,2018,96,1
1,11,2018,26,1
1,10,2018,58,1
1,09,2018,62,1
1,08,2018,62,1
1,07,2018,31,1
1,06,2018,88,1
1,05,2018,07,1
1,04,2018,04,1
1,03,2018,99,1
1,02,2018,47,1
1,01,2018,07,1
12,31,2019,90,1
12,30,2019,53,1
12,29,2019,85,1
12,28,2019,89,1
12,27,2019,68,1
12,26,2019,11,1
12,25,2019,65,1
12,24,2019,28,1
12,23,2019,91,1
12,22,2019,88,1
12,21,2019,59,1
12,20,2019,39,1
12,19,2019,34,1
12,18,2019,71,1
12,17,2019,18,1
12,16,2019,39,1
12,15,2019,11,1
12,10,2019,96,1
12,09,2019,50,1
12,08,2019,60,1
12,07,2019,34,1
12,06,2019,40,1
12,05,2019,73,1
12,04,2019,46,1
12,03,2019,50,1
12,02,2019,57,1
12,01,2019,23,1
11,30,2019,12,1
11,29,2019,49,1
11,28,2019,12,1
11,27,2019,05,1
11,26,2019,55,1
11,25,2019,27,1
11,24,2019,48,1
11,23,2019,13,1
11,22,2019,25,1
11,21,2019,18,1
11,20,2019,83,1
11,19,2019,02,1
11,18,2019,57,1
11,17,2019,25,1
11,16,2019,44,1
11,15,2019,31,1
11,14,2019,31,1
11,13,2019,96,1
11,12,2019,71,1
11,11,2019,22,1
11,10,2019,85,1
11,09,2019,16,1
11,08,2019,98,1
11,07,2019,41,1
11,06,2019,09,1
11,05,2019,79,1
11,04,2019,00,1
11,03,2019,61,1
11,02,2019,93,1
11,01,2019,20,1
10,31,2019,09,1
10,30,2019,39,1
10,29,2019,80,1
10,28,2019,25,1
10,27,2019,87,1
10,26,2019,04,1
10,25,2019,02,1
10,24,2019,54,1
10,23,2019,55,1
10,22,2019,13,1
10,21,2019,05,1
10,20,2019,05,1
10,19,2019,21,1
10,18,2019,95,1
10,17,2019,16,1
10,16,2019,44,1
10,15,2019,37,1
10,14,2019,64,1
10,13,2019,78,1
10,12,2019,95,1
10,11,2019,41,1
10,10,2019,36,1
10,09,2019,81,1
10,08,2019,78,1
10,07,2019,47,1
10,06,2019,87,1
10,05,2019,94,1
10,04,2019,06,1
10,03,2019,58,1
10,02,2019,63,1
10,01,2019,75,1
9,30,2019,64,1
9,29,2019,39,1
9,28,2019,39,1
9,27,2019,17,1
9,26,2019,75,1
9,25,2019,03,1
9,24,2019,49,1
9,23,2019,55,1
9,22,2019,60,1
9,21,2019,17,1
9,20,2019,33,1
9,19,2019,07,1
9,18,2019,52,1
9,17,2019,74,1
9,16,2019,32,1
9,15,2019,79,1
9,14,2019,87,1
9,13,2019,74,1
9,12,2019,29,1
9,11,2019,23,1
9,10,2019,20,1
9,09,2019,87,1
9,08,2019,94,1
9,07,2019,10,1
9,06,2019,84,1
9,05,2019,25,1
9,04,2019,33,1
9,03,2019,96,1
9,02,2019,23,1
9,01,2019,47,1
8,31,2019,93,1
8,30,2019,47,1
8,29,2019,49,1
8,28,2019,50,1
8,27,2019,80,1
8,26,2019,47,1
8,25,2019,07,1
8,24,2019,23,1
8,23,2019,27,1
8,22,2019,55,1
8,21,2019,86,1
8,20,2019,52,1
8,19,2019,29,1
8,18,2019,55,1
8,17,2019,98,1
8,16,2019,72,1
8,15,2019,77,1
8,14,2019,56,1
8,12,2019,11,1
8,11,2019,79,1
8,10,2019,60,1
8,09,2019,15,1
8,08,2019,19,1
8,07,2019,63,1
8,06,2019,70,1
8,05,2019,73,1
